accident_date,gender,age
1.40E+12,Male,87
1.39E+12,Male,32
1.55E+12,Female,47
1.44E+12,Male,68
1.52E+12,Male,30
1.52E+12,Male,46
1.49E+12,Male,62
1.48E+12,Male,48
1.53E+12,Male,46
1.50E+12,Male,45
1.50E+12,Male,18
1.53E+12,Male,23
1.46E+12,Male,77
1.49E+12,Male,85
1.50E+12,Male,76
1.54E+12,Male,86
1.49E+12,Male,92
1.52E+12,Male,65
1.51E+12,Male,44
1.51E+12,Female,79
1.50E+12,Male,34
1.47E+12,Male,23
1.39E+12,Female,15
1.43E+12,Female,42
1.43E+12,Male,47
1.53E+12,Male,61
1.50E+12,Male,82
1.47E+12,Male,26
1.49E+12,Male,28
1.55E+12,Female,26
1.54E+12,Male,22
1.53E+12,Female,61
1.54E+12,Female,48
1.54E+12,Male,51
1.54E+12,Male,65
1.54E+12,Male,28
1.51E+12,Male,41
1.53E+12,Male,56
1.53E+12,Male,36
1.50E+12,Female,19
1.53E+12,Male,10
1.54E+12,Female,49
1.55E+12,Male,32
1.53E+12,Male,18
1.51E+12,Male,66
1.54E+12,Male,87
1.55E+12,Female,21
1.55E+12,Male,88
1.44E+12,Male,60
1.50E+12,Male,20
1.44E+12,Female,19
1.51E+12,Male,35
1.55E+12,Male,20
1.48E+12,Female,68
1.51E+12,Male,71
1.56E+12,Male,24
1.44E+12,Male,48
1.50E+12,Male,67
1.55E+12,Male,26
1.49E+12,Male,27
1.51E+12,Male,58
1.50E+12,Male,55
1.49E+12,Male,19
1.55E+12,Female,84
1.48E+12,Male,17
1.44E+12,Female,27
1.42E+12,Male,23
1.42E+12,Male,23
1.49E+12,Male,54
1.48E+12,Female,90
1.49E+12,Female,53
1.54E+12,Male,51
1.51E+12,Female,71
1.45E+12,Male,27
1.52E+12,Male,86
1.52E+12,Male,69
1.40E+12,Male,29
1.50E+12,Male,57
1.52E+12,Male,81
1.51E+12,Male,21
1.51E+12,Male,43
1.43E+12,Male,39
1.45E+12,Male,73
1.51E+12,Male,18
1.47E+12,Male,45
1.41E+12,Male,4
1.41E+12,Female,67
1.41E+12,Female,33
1.48E+12,Male,33
1.50E+12,Male,22
1.44E+12,Female,74
1.44E+12,Female,88
1.44E+12,Female,91
1.48E+12,Male,45
1.39E+12,Male,64
1.54E+12,Male,44
1.40E+12,Male,57
1.40E+12,Male,35
1.40E+12,Male,57
1.54E+12,Male,83
1.45E+12,Female,57
1.45E+12,Male,64
1.45E+12,Male,61
1.54E+12,Female,32
1.46E+12,Male,21
1.43E+12,Male,40
1.48E+12,Male,19
1.50E+12,Male,30
1.48E+12,Male,18
1.43E+12,Male,29
1.49E+12,Female,26
1.49E+12,Male,40
1.55E+12,Male,23
1.51E+12,Male,67
1.51E+12,Female,31
1.47E+12,Male,20
1.48E+12,Male,29
1.44E+12,Male,36
1.42E+12,Female,58
1.44E+12,Male,71
1.54E+12,Male,39
1.48E+12,Male,32
1.43E+12,Male,76
1.48E+12,Female,49
1.39E+12,Male,53
1.53E+12,Male,83
1.51E+12,Male,66
1.51E+12,Male,48
1.49E+12,Male,43
1.41E+12,Male,7
1.47E+12,Female,26
1.54E+12,Male,82
1.50E+12,Female,77
1.46E+12,Male,27
1.40E+12,Female,65
1.49E+12,Male,40
1.49E+12,Male,13
1.49E+12,Male,55
1.54E+12,Female,74
1.48E+12,Male,27
1.49E+12,Male,22
1.54E+12,Male,43
1.44E+12,Male,27
1.49E+12,Male,77
1.49E+12,Male,34
1.44E+12,Male,39
1.45E+12,Female,75
1.49E+12,Male,23
1.50E+12,Male,89
1.49E+12,Male,19
1.53E+12,Female,27
1.51E+12,Male,75
1.54E+12,Male,54
1.42E+12,Female,46
1.49E+12,Male,69
1.50E+12,Male,83
1.49E+12,Male,41
1.42E+12,Male,20
1.56E+12,Male,17
1.55E+12,Male,31
1.55E+12,Male,54
1.52E+12,Female,68
1.43E+12,Female,50
1.54E+12,Male,37
1.51E+12,Female,79
1.53E+12,Male,32
1.49E+12,Male,24
1.53E+12,Female,55
1.49E+12,Male,64
1.45E+12,Male,54
1.52E+12,Female,56
1.46E+12,Male,20
1.48E+12,Male,75
1.44E+12,Female,41
1.51E+12,Male,40
1.42E+12,Male,47
1.53E+12,Male,71
1.45E+12,Female,22
1.47E+12,Male,16
1.50E+12,Female,80
1.50E+12,Male,36
1.50E+12,Male,21
1.54E+12,Female,41
1.54E+12,Male,75
1.43E+12,Male,22
1.45E+12,Female,20
1.53E+12,Male,78
1.43E+12,Female,19
1.50E+12,Female,66
1.54E+12,Male,10
1.54E+12,Female,37
1.53E+12,Male,61
1.53E+12,Male,36
1.50E+12,Male,25
1.40E+12,Male,31
1.48E+12,Male,27
1.47E+12,Female,49
1.49E+12,Male,38
