latitude,longitude,geometry,accident_date,gender,age,road_user_type,road_user_type_desc,accident_type,accident_type_desc,num_of_vehicles,lga_name,stat_div_name,node_type_desc,road_type,location_count
-37.67608663,141.2153253,Point,1410000000000,Female,81,3,Passengers,4,Collision with a fixed object,1,GLENELG,Country,Non Intersection,Freeway & State Highways,2
-37.67608663,141.2153253,Point,1410000000000,Male,85,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,Non Intersection,Freeway & State Highways,2
-36.96023028,144.2221773,Point,1540000000000,Male,65,6,Bicyclists,5,Collision with some other object,2,MOUNT ALEXANDER,Bendigo,Non Intersection,Local Roads,1
-36.93207005,145.6654104,Point,1410000000000,Female,76,3,Passengers,4,Collision with a fixed object,1,STRATHBOGIE,Country,Non Intersection,Main Roads,1
-37.9089002,145.2162258,Point,1410000000000,Male,40,2,Drivers,4,Collision with a fixed object,1,KNOX,Melbourne - Outer East,Non Intersection,Freeway & State Highways,1
-37.97485708,145.2583507,Point,1410000000000,Male,38,1,Pedestrians,2,Struck Pedestrian,1,CASEY,Melbourne - South East,Non Intersection,Main Roads,1
-38.29873678,146.3166334,Point,1410000000000,Male,52,4,Motorcyclists,1,Collision with vehicle,2,LATROBE,Country,Intersection,Local Roads,1
-37.96868975,145.1634479,Point,1410000000000,Male,36,1,Pedestrians,9,Other accident,1,DANDENONG,Melbourne - South East,Non Intersection,Local Roads,1
-37.00404013,143.9226202,Point,1410000000000,Male,57,4,Motorcyclists,1,Collision with vehicle,2,MOUNT ALEXANDER,Ballarat,Non Intersection,Local Roads,1
-38.17678974,144.47971,Point,1410000000000,Male,64,2,Drivers,4,Collision with a fixed object,1,GEELONG,Country,Non Intersection,Main Roads,1
-38.26728052,143.6319127,Point,1400000000000,Male,49,6,Bicyclists,1,Collision with vehicle,2,COLAC OTWAY,Country,Non Intersection,Main Roads,1
-37.47819978,144.6010003,Point,1410000000000,Male,30,2,Drivers,4,Collision with a fixed object,1,MACEDON RANGES,Country,Non Intersection,Freeway & State Highways,1
-37.98479227,145.5068727,Point,1410000000000,Male,28,4,Motorcyclists,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,Non Intersection,Main Roads,1
-37.95852979,145.0383384,Point,1410000000000,Male,94,2,Drivers,1,Collision with vehicle,2,BAYSIDE,Melbourne - Inner South,Non Intersection,Local Roads,1
-37.87376967,145.1615801,Point,1410000000000,Female,74,1,Pedestrians,2,Struck Pedestrian,2,MONASH,Melbourne - South East,Non Intersection,Main Roads,1
-37.92909811,145.0028103,Point,1420000000000,Male,28,2,Drivers,4,Collision with a fixed object,1,BAYSIDE,Melbourne - Inner South,Non Intersection,Main Roads,1
-38.40143957,144.99469,Point,1410000000000,Female,27,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,Intersection,Main Roads,1
-37.59351002,143.8396788,Point,1400000000000,Male,92,2,Drivers,1,Collision with vehicle,2,BALLARAT,Ballarat,Non Intersection,Local Roads,1
-37.74631624,144.8392871,Point,1450000000000,Female,18,3,Passengers,4,Collision with a fixed object,2,BRIMBANK,Melbourne - North West,Non Intersection,Freeway & State Highways,2
-37.74631624,144.8392871,Point,1450000000000,Male,19,2,Drivers,4,Collision with a fixed object,2,BRIMBANK,Melbourne - North West,Non Intersection,Freeway & State Highways,2
-37.82730453,144.9250468,Point,1400000000000,Male,23,4,Motorcyclists,4,Collision with a fixed object,1,MELBOURNE,Melbourne - Inner,Intersection,Local Roads,1
-37.80428774,145.1780328,Point,1480000000000,Male,61,4,Motorcyclists,1,Collision with vehicle,2,MANNINGHAM,Melbourne - Outer East,Intersection,Freeway & State Highways,1
-38.16695105,144.7170165,Point,1480000000000,Male,81,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,Non Intersection,Tourist Roads,1
-36.21240831,146.4516659,Point,1400000000000,Female,87,3,Passengers,4,Collision with a fixed object,1,WANGARATTA,Country,Non Intersection,Freeway & State Highways,1
-37.94501052,145.2297439,Point,1400000000000,Female,88,2,Drivers,4,Collision with a fixed object,2,KNOX,Melbourne - Outer East,Non Intersection,Freeway & State Highways,1
-36.61576,144.6530505,Point,1400000000000,Male,33,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,Non Intersection,Freeway & State Highways,1
-36.28293974,143.3549695,Point,1400000000000,Male,65,2,Drivers,4,Collision with a fixed object,1,BULOKE,Country,Non Intersection,Local Roads,1
-36.23381973,146.246456,Point,1400000000000,Female,66,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,Non Intersection,Main Roads,1
-37.80759328,145.014635,Point,1550000000000,Male,55,3,Passengers,4,Collision with a fixed object,1,BOROONDARA,Melbourne - Inner East,Non Intersection,Local Roads,1
-38.20721009,145.9249005,Point,1400000000000,Female,35,2,Drivers,4,Collision with a fixed object,1,BAW BAW,Country,Non Intersection,Main Roads,1
-37.82403989,144.7375046,Point,1400000000000,Female,55,2,Drivers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,Intersection,Local Roads,1
-37.73977617,142.181361,Point,1400000000000,Male,63,2,Drivers,4,Collision with a fixed object,1,SOUTHERN GRAMPIANS,Country,Non Intersection,Local Roads,1
-38.11231992,145.125676,Point,1400000000000,Male,25,2,Drivers,1,Collision with vehicle,4,FRANKSTON,Metro,Non Intersection,Freeway & State Highways,1
-37.92814256,141.2776082,Point,1400000000000,Male,22,2,Drivers,1,Collision with vehicle,3,GLENELG,Country,Non Intersection,Freeway & State Highways,1
-37.48190634,149.5797699,Point,1400000000000,Male,34,2,Drivers,4,Collision with a fixed object,1,EAST GIPPSLAND,Country,Non Intersection,Freeway & State Highways,1
-38.21392602,144.11774,Point,1410000000000,Male,45,2,Drivers,1,Collision with vehicle,2,SURF COAST,Country,Non Intersection,Freeway & State Highways,1
-37.81466016,144.6944015,Point,1410000000000,Male,39,2,Drivers,1,Collision with vehicle,3,WYNDHAM,Melbourne - West,Non Intersection,Main Roads,1
-36.13390924,146.6460773,Point,1410000000000,Male,42,2,Drivers,4,Collision with a fixed object,1,INDIGO,Country,Non Intersection,Local Roads,1
-37.75979989,144.9261689,Point,1410000000000,Female,85,1,Pedestrians,2,Struck Pedestrian,1,MOONEE VALLEY,Melbourne - Inner,Non Intersection,Main Roads,1
-37.82109902,144.9278302,Point,1420000000000,Male,53,2,Drivers,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,Non Intersection,Main Roads,1
-37.36083014,144.4190113,Point,1420000000000,Male,31,2,Drivers,4,Collision with a fixed object,1,HEPBURN,Bendigo,Non Intersection,Local Roads,1
-36.88524463,144.2120002,Point,1420000000000,Female,33,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,Intersection,Freeway & State Highways,1
-37.70662449,148.4686662,Point,1420000000000,Male,64,2,Drivers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,Intersection,Freeway & State Highways,1
-38.48036657,144.0332147,Point,1420000000000,Female,25,2,Drivers,4,Collision with a fixed object,1,SURF COAST,Country,Non Intersection,Tourist Roads,1
-38.16287578,146.9003104,Point,1420000000000,Female,25,2,Drivers,6,Vehicle overturned (no collision),1,WELLINGTON,Country,Non Intersection,Main Roads,1
-37.85309147,145.0024392,Point,1420000000000,Female,4,1,Pedestrians,2,Struck Pedestrian,1,STONNINGTON,Melbourne - Inner,Intersection,Main Roads,1
-37.06899955,146.1737501,Point,1420000000000,Male,76,6,Bicyclists,1,Collision with vehicle,2,MANSFIELD,Country,Non Intersection,Tourist Roads,1
-37.6942778,144.5850909,Point,1430000000000,Male,46,2,Drivers,6,Vehicle overturned (no collision),1,MELTON,Melbourne - West,Non Intersection,Freeway & State Highways,1
-37.87231508,144.7417273,Point,1420000000000,Male,54,2,Drivers,1,Collision with vehicle,5,WYNDHAM,Melbourne - West,Non Intersection,Freeway Ramps,1
-37.83245087,145.0228888,Point,1420000000000,Male,64,4,Motorcyclists,1,Collision with vehicle,3,YARRA,Melbourne - Inner,Non Intersection,Freeway & State Highways,1
-37.96485935,145.2244446,Point,1520000000000,Female,59,1,Pedestrians,2,Struck Pedestrian,1,DANDENONG,Melbourne - South East,Non Intersection,Freeway & State Highways,1
-36.19816935,146.4623287,Point,1420000000000,Male,58,3,Passengers,1,Collision with vehicle,2,WANGARATTA,Country,Non Intersection,Freeway & State Highways,1
-38.28576582,145.0309267,Point,1420000000000,Male,86,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,Intersection,Freeway & State Highways,1
-37.68757704,144.5675532,Point,1410000000000,Male,51,2,Drivers,1,Collision with vehicle,2,MELTON,Melbourne - West,Intersection,Main Roads,1
-37.965202,145.2243785,Point,1420000000000,Male,27,4,Motorcyclists,1,Collision with vehicle,2,DANDENONG,Melbourne - South East,Intersection,Freeway & State Highways,1
-37.85275314,145.2436481,Point,1520000000000,Male,38,3,Passengers,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,Intersection,Main Roads,2
-37.85275314,145.2436481,Point,1520000000000,Female,32,2,Drivers,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,Intersection,Main Roads,2
-37.84109382,145.1714185,Point,1420000000000,Female,80,2,Drivers,1,Collision with vehicle,3,WHITEHORSE,Melbourne - Outer East,Intersection,Freeway & State Highways,1
-37.52319972,145.0277241,Point,1420000000000,Male,26,2,Drivers,4,Collision with a fixed object,1,WHITTLESEA,Melbourne - North East,Non Intersection,Main Roads,1
-38.17742033,146.2650191,Point,1420000000000,Female,63,1,Pedestrians,2,Struck Pedestrian,1,LATROBE,Country,Non Intersection,Local Roads,1
-37.82600064,145.2875861,Point,1420000000000,Male,60,2,Drivers,1,Collision with vehicle,5,MAROONDAH,Melbourne - Outer East,Intersection,Main Roads,1
-37.77087325,144.7786894,Point,1420000000000,Male,19,4,Motorcyclists,1,Collision with vehicle,2,BRIMBANK,Melbourne - West,Non Intersection,Main Roads,1
-36.22902758,144.8712881,Point,1420000000000,Female,19,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,Non Intersection,Local Roads,1
-37.64709627,144.9746808,Point,1420000000000,Male,38,4,Motorcyclists,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,Non Intersection,Main Roads,1
-35.53332029,143.7427296,Point,1420000000000,Male,45,2,Drivers,1,Collision with vehicle,2,GANNAWARRA,Country,Non Intersection,Freeway & State Highways,1
-38.12990581,145.6752483,Point,1450000000000,Female,32,3,Passengers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,Intersection,Local Roads,1
-38.38395006,143.0117906,Point,1420000000000,Male,31,2,Drivers,1,Collision with vehicle,2,CORANGAMITE,Country,Non Intersection,Main Roads,1
-37.95780994,145.2071094,Point,1500000000000,Male,23,2,Drivers,4,Collision with a fixed object,1,DANDENONG,Melbourne - South East,Non Intersection,Local Roads,1
-37.98222042,145.2404635,Point,1430000000000,Male,33,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,Non Intersection,Local Roads,1
-34.22390585,142.1153556,Point,1480000000000,Female,81,2,Drivers,1,Collision with vehicle,2,MILDURA,Country,Intersection,Freeway & State Highways,2
-36.37231313,145.03511,Point,1420000000000,Male,35,4,Motorcyclists,1,Collision with vehicle,2,SHEPPARTON,Country,Non Intersection,Local Roads,1
-37.06522914,145.6553889,Point,1420000000000,Female,67,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,Non Intersection,Freeway & State Highways,1
-38.27348867,146.4878067,Point,1420000000000,Male,63,4,Motorcyclists,1,Collision with vehicle,2,LATROBE,Country,Intersection,Local Roads,1
-37.93455909,144.3598061,Point,1500000000000,Female,25,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,Non Intersection,Main Roads,1
-37.71137912,148.4579433,Point,1420000000000,Female,26,3,Passengers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,Intersection,Freeway & State Highways,2
-37.71137912,148.4579433,Point,1420000000000,Male,25,2,Drivers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,Intersection,Freeway & State Highways,2
-37.8418631,145.0154552,Point,1420000000000,Male,24,4,Motorcyclists,1,Collision with vehicle,3,STONNINGTON,Melbourne - Inner,Intersection,Main Roads,1
-36.99716,146.1068133,Point,1420000000000,Male,65,6,Bicyclists,1,Collision with vehicle,2,MANSFIELD,Country,Non Intersection,Main Roads,1
-38.2351086,144.2176616,Point,1420000000000,Male,36,3,Passengers,6,Vehicle overturned (no collision),1,SURF COAST,Country,Non Intersection,Local Roads,2
-38.2351086,144.2176616,Point,1420000000000,Male,36,2,Drivers,6,Vehicle overturned (no collision),1,SURF COAST,Country,Non Intersection,Local Roads,2
-37.81355923,144.9906786,Point,1410000000000,Male,91,2,Drivers,4,Collision with a fixed object,1,MELBOURNE,Melbourne - Inner,Intersection,Freeway & State Highways,1
-37.81615041,145.5897863,Point,1390000000000,Male,49,4,Motorcyclists,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,Non Intersection,Main Roads,1
-36.32769033,146.6938223,Point,1410000000000,Male,19,2,Drivers,4,Collision with a fixed object,1,INDIGO,Country,Non Intersection,Main Roads,1
-36.85754166,144.1747883,Point,1410000000000,Male,25,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,Non Intersection,Freeway & State Highways,1
-38.13911796,145.1247509,Point,1410000000000,Female,60,1,Pedestrians,2,Struck Pedestrian,1,FRANKSTON,Metro,Non Intersection,Main Roads,1
-38.17263536,145.2890509,Point,1430000000000,Male,25,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,Non Intersection,Local Roads,1
-37.50733032,143.9723427,Point,1410000000000,Male,51,2,Drivers,4,Collision with a fixed object,1,MOORABOOL,Ballarat,Non Intersection,Main Roads,1
-38.08849932,143.3851095,Point,1410000000000,Male,36,4,Motorcyclists,1,Collision with vehicle,2,CORANGAMITE,Country,Non Intersection,Main Roads,1
-38.37889083,144.8048002,Point,1420000000000,Male,74,1,Pedestrians,2,Struck Pedestrian,1,MORNINGTON PENINSULA,Metro,Intersection,Local Roads,1
-38.42961904,144.9740486,Point,1510000000000,Male,22,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,Non Intersection,Main Roads,1
-37.82469003,145.287631,Point,1430000000000,Male,47,2,Drivers,1,Collision with vehicle,2,MAROONDAH,Melbourne - Outer East,Non Intersection,Main Roads,1
-37.8329057,145.0451808,Point,1420000000000,Male,5,1,Pedestrians,2,Struck Pedestrian,1,BOROONDARA,Melbourne - Inner East,Non Intersection,Local Roads,1
-37.03619085,142.8013016,Point,1410000000000,Female,63,2,Drivers,4,Collision with a fixed object,1,NORTHERN GRAMPIANS,Country,Non Intersection,Main Roads,1
-36.86679779,145.2957582,Point,1410000000000,Female,6,3,Passengers,6,Vehicle overturned (no collision),2,STRATHBOGIE,Country,Non Intersection,Freeway & State Highways,1
-37.54019919,145.3901104,Point,1390000000000,Female,11,3,Passengers,1,Collision with vehicle,2,MURRINDINDI,Melbourne - Outer East,Non Intersection,Main Roads,2
-37.54019919,145.3901104,Point,1390000000000,Male,50,2,Drivers,1,Collision with vehicle,2,MURRINDINDI,Melbourne - Outer East,Non Intersection,Main Roads,2
-38.32407605,145.1455969,Point,1420000000000,Female,25,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,Intersection,Main Roads,1
-38.01193947,144.5286655,Point,1410000000000,Male,20,2,Drivers,4,Collision with a fixed object,1,GEELONG,Country,Non Intersection,Local Roads,1
-37.93819976,144.9987306,Point,1460000000000,Male,40,2,Drivers,1,Collision with vehicle,2,BAYSIDE,Melbourne - Inner South,Non Intersection,Main Roads,1
-37.78265785,144.9341322,Point,1420000000000,Female,28,3,Passengers,4,Collision with a fixed object,1,MOONEE VALLEY,Melbourne - Inner,Non Intersection,Main Roads,1
-36.76934209,144.2960999,Point,1420000000000,Male,21,2,Drivers,4,Collision with a fixed object,1,BENDIGO,Bendigo,Non Intersection,Main Roads,1
-38.13397152,145.5328316,Point,1480000000000,Female,45,2,Drivers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,Intersection,Local Roads,1
-37.68782013,145.4227511,Point,1440000000000,Female,40,4,Motorcyclists,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,Non Intersection,Freeway & State Highways,1
-37.64435158,145.1679249,Point,1420000000000,Male,65,2,Drivers,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,Intersection,Local Roads,1
-37.77571992,144.9606693,Point,1430000000000,Male,26,6,Bicyclists,1,Collision with vehicle,3,MORELAND,Melbourne - Inner,Non Intersection,Main Roads,1
-36.46332832,147.2336292,Point,1420000000000,Female,81,3,Passengers,4,Collision with a fixed object,1,TOWONG,Country,Non Intersection,Freeway & State Highways,1
-37.87492159,145.040079,Point,1420000000000,Male,70,6,Bicyclists,1,Collision with vehicle,2,STONNINGTON,Melbourne - Inner South,Non Intersection,Freeway & State Highways,1
-35.88462743,145.3551186,Point,1550000000000,Male,33,2,Drivers,4,Collision with a fixed object,1,MOIRA,Country,Non Intersection,Local Roads,1
-38.04193732,143.6925527,Point,1520000000000,Male,92,2,Drivers,4,Collision with a fixed object,1,COLAC OTWAY,Country,Non Intersection,Freeway & State Highways,1
-36.31349116,145.2743005,Point,1420000000000,Male,30,2,Drivers,6,Vehicle overturned (no collision),1,SHEPPARTON,Country,Non Intersection,Main Roads,1
-38.40246171,143.0027149,Point,1420000000000,Male,49,2,Drivers,6,Vehicle overturned (no collision),1,CORANGAMITE,Country,Non Intersection,Main Roads,1
-36.71791414,144.2525465,Point,1420000000000,Female,88,1,Pedestrians,2,Struck Pedestrian,1,BENDIGO,Bendigo,Intersection,Freeway & State Highways,1
-37.82000404,144.8374918,Point,1420000000000,Male,46,1,Pedestrians,2,Struck Pedestrian,1,BRIMBANK,Melbourne - West,Non Intersection,Freeway & State Highways,1
-37.81906984,144.9541489,Point,1420000000000,Female,23,1,Pedestrians,2,Struck Pedestrian,1,MELBOURNE,Melbourne - Inner,Intersection,Main Roads,1
-37.69837162,145.0686706,Point,1420000000000,Male,35,4,Motorcyclists,1,Collision with vehicle,2,BANYULE,Melbourne - North East,Intersection,Local Roads,1
-36.39655146,145.4100674,Point,1430000000000,Male,94,1,Pedestrians,2,Struck Pedestrian,1,SHEPPARTON,Country,Intersection,Local Roads,1
-38.10003992,145.9220746,Point,1530000000000,Male,57,2,Drivers,1,Collision with vehicle,2,BAW BAW,Country,Intersection,Main Roads,1
-38.31134969,143.5293426,Point,1430000000000,Male,17,3,Passengers,1,Collision with vehicle,2,COLAC OTWAY,Country,Non Intersection,Main Roads,1
-37.70020265,145.0605396,Point,1440000000000,Female,69,1,Pedestrians,2,Struck Pedestrian,1,BANYULE,Melbourne - North East,Non Intersection,Main Roads,1
-37.69887021,145.058491,Point,1430000000000,Female,88,1,Pedestrians,2,Struck Pedestrian,1,WHITTLESEA,Melbourne - North East,Non Intersection,Freeway & State Highways,1
-38.08516663,145.1772005,Point,1520000000000,Female,19,3,Passengers,1,Collision with vehicle,2,FRANKSTON,Metro,Non Intersection,Local Roads,1
-36.38986065,146.6897866,Point,1430000000000,Female,64,2,Drivers,4,Collision with a fixed object,1,INDIGO,Country,Non Intersection,Main Roads,1
-37.2014921,145.4662919,Point,1430000000000,Male,19,3,Passengers,4,Collision with a fixed object,1,MURRINDINDI,Country,Non Intersection,Freeway & State Highways,2
-37.2014921,145.4662919,Point,1430000000000,Female,34,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,Non Intersection,Freeway & State Highways,2
-37.66376983,145.1235108,Point,1430000000000,Male,16,3,Passengers,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,Non Intersection,Main Roads,1
-37.83291065,145.1731363,Point,1410000000000,Female,50,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Outer East,Intersection,Freeway & State Highways,1
-38.31709122,141.5565877,Point,1430000000000,Male,52,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,Non Intersection,Main Roads,1
-38.17968806,144.3768503,Point,1470000000000,Male,71,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,Non Intersection,Main Roads,1
-34.61477829,142.7992563,Point,1550000000000,Female,70,3,Passengers,1,Collision with vehicle,2,SWAN HILL,Country,Non Intersection,Freeway & State Highways,2
-34.61477829,142.7992563,Point,1550000000000,Female,5,3,Passengers,1,Collision with vehicle,2,SWAN HILL,Country,Non Intersection,Freeway & State Highways,2
-37.62104872,145.1705952,Point,1460000000000,Male,47,4,Motorcyclists,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,Non Intersection,Local Roads,1
-34.92289959,142.3070625,Point,1430000000000,Female,27,2,Drivers,4,Collision with a fixed object,1,MILDURA,Country,Non Intersection,Freeway & State Highways,1
-37.78054988,144.6627089,Point,1430000000000,Male,23,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,Non Intersection,Local Roads,1
-37.87191813,145.3561293,Point,1480000000000,Male,26,2,Drivers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,Non Intersection,Local Roads,1
-36.70325059,145.9818257,Point,1430000000000,Female,52,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,Non Intersection,Freeway & State Highways,1
-37.69742138,144.9310212,Point,1540000000000,Male,17,4,Motorcyclists,1,Collision with vehicle,2,MORELAND,Melbourne - North West,Non Intersection,Local Roads,1
-37.79949229,144.8994657,Point,1430000000000,Male,59,1,Pedestrians,4,Collision with a fixed object,1,MARIBYRNONG,Melbourne - West,Non Intersection,Local Roads,1
-37.86066338,145.338928,Point,1550000000000,Male,28,4,Motorcyclists,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,Intersection,Main Roads,1
-37.87495,144.68333,Point,1430000000000,Male,61,1,Pedestrians,2,Struck Pedestrian,1,WYNDHAM,Melbourne - West,Intersection,Main Roads,1
-36.63187941,145.9673446,Point,1430000000000,Male,20,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,Non Intersection,Freeway & State Highways,2
-36.63187941,145.9673446,Point,1430000000000,Male,65,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,Non Intersection,Freeway & State Highways,2
-38.05747065,145.3891747,Point,1430000000000,Male,23,3,Passengers,6,Vehicle overturned (no collision),1,CARDINIA,Melbourne - South East,Non Intersection,Local Roads,1
-37.92085105,145.2629469,Point,1410000000000,Male,50,2,Drivers,4,Collision with a fixed object,1,KNOX,Melbourne - Outer East,Non Intersection,Local Roads,1
-37.80769766,144.9161688,Point,1430000000000,Male,28,3,Passengers,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,Intersection,Freeway & State Highways,2
-37.80769766,144.9161688,Point,1430000000000,Male,47,2,Drivers,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,Intersection,Freeway & State Highways,2
-37.89348907,145.3092945,Point,1460000000000,Male,29,4,Motorcyclists,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,Intersection,Freeway & State Highways,2
-37.5486897,144.5743356,Point,1500000000000,Male,27,2,Drivers,1,Collision with vehicle,3,MACEDON RANGES,Country,Non Intersection,Main Roads,1
-37.17300073,143.2041922,Point,1430000000000,Female,27,2,Drivers,4,Collision with a fixed object,1,ARARAT,Ballarat,Non Intersection,Freeway & State Highways,1
-37.17397955,144.4859893,Point,1430000000000,Female,44,2,Drivers,4,Collision with a fixed object,1,MACEDON RANGES,Bendigo,Non Intersection,Main Roads,1
-37.94630996,144.2658261,Point,1430000000000,Male,77,6,Bicyclists,1,Collision with vehicle,2,GEELONG,Country,Intersection,Main Roads,1
-37.7258599,145.3783492,Point,1430000000000,Male,54,1,Pedestrians,2,Struck Pedestrian,1,YARRA RANGES,Melbourne - Outer East,Non Intersection,Freeway & State Highways,1
-36.47051409,143.0686904,Point,1550000000000,Male,65,2,Drivers,1,Collision with vehicle,2,NORTHERN GRAMPIANS,Country,Non Intersection,Freeway & State Highways,1
-37.84036281,145.1592548,Point,1420000000000,Male,42,2,Drivers,4,Collision with a fixed object,1,WHITEHORSE,Melbourne - Inner East,Intersection,Local Roads,1
-38.16614219,145.9345091,Point,1420000000000,Male,40,4,Motorcyclists,4,Collision with a fixed object,1,BAW BAW,Country,Non Intersection,Local Roads,1
-37.58470896,144.151061,Point,1390000000000,Female,23,1,Pedestrians,2,Struck Pedestrian,5,MOORABOOL,Ballarat,Non Intersection,Freeway & State Highways,1
-38.57010006,145.9116729,Point,1550000000000,Male,56,1,Pedestrians,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,Non Intersection,Local Roads,1
-37.78569082,144.9288018,Point,1420000000000,Male,43,4,Motorcyclists,7,Fall from or in moving vehicle,1,MOONEE VALLEY,Melbourne - Inner,Intersection,Local Roads,1
-37.79917943,144.9189195,Point,1420000000000,Male,29,4,Motorcyclists,1,Collision with vehicle,4,MELBOURNE,Melbourne - Inner,Non Intersection,Local Roads,1
-37.82886807,145.1229504,Point,1400000000000,Male,25,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Inner East,Non Intersection,Main Roads,1
-37.66647083,144.9469799,Point,1430000000000,Male,27,2,Drivers,1,Collision with vehicle,2,HUME,Melbourne - North West,Non Intersection,Main Roads,1
-37.87280096,145.0656864,Point,1430000000000,Male,47,4,Motorcyclists,4,Collision with a fixed object,1,STONNINGTON,Melbourne - Inner South,Non Intersection,Freeway & State Highways,1
-38.38452233,142.6193199,Point,1420000000000,Male,86,2,Drivers,1,Collision with vehicle,2,MOYNE,Country,Non Intersection,Freeway & State Highways,1
-38.26240261,144.0765395,Point,1510000000000,Male,18,6,Bicyclists,1,Collision with vehicle,2,SURF COAST,Country,Non Intersection,Local Roads,1
-37.69902693,144.7500474,Point,1420000000000,Male,41,4,Motorcyclists,4,Collision with a fixed object,1,MELTON,Melbourne - West,Non Intersection,Local Roads,1
-38.50335254,142.7857095,Point,1420000000000,Male,31,2,Drivers,4,Collision with a fixed object,1,MOYNE,Country,Non Intersection,Tourist Roads,1
-36.43359999,142.1180916,Point,1420000000000,Male,22,3,Passengers,6,Vehicle overturned (no collision),1,HINDMARSH,Country,Non Intersection,Local Roads,1
-37.77729892,144.7468863,Point,1530000000000,Female,31,2,Drivers,1,Collision with vehicle,2,MELTON,Melbourne - West,Non Intersection,Freeway & State Highways,1
-36.39323085,145.364141,Point,1420000000000,Male,22,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,Non Intersection,Freeway & State Highways,1
-38.00377324,145.212948,Point,1540000000000,Male,36,1,Pedestrians,2,Struck Pedestrian,1,DANDENONG,Melbourne - South East,Non Intersection,Freeway & State Highways,1
-36.19896606,144.9482083,Point,1430000000000,Male,78,2,Drivers,1,Collision with vehicle,2,CAMPASPE,Country,Intersection,Freeway & State Highways,1
-38.30175047,143.77343,Point,1440000000000,Male,42,2,Drivers,4,Collision with a fixed object,1,COLAC OTWAY,Country,Non Intersection,Freeway & State Highways,1
-38.84460245,143.543372,Point,1550000000000,Female,52,2,Drivers,4,Collision with a fixed object,1,COLAC OTWAY,Country,Non Intersection,Local Roads,1
-37.26197025,145.0037305,Point,1430000000000,Female,29,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,Non Intersection,Local Roads,1
-37.11877992,145.0914592,Point,1430000000000,Male,40,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,Non Intersection,Freeway & State Highways,1
-37.0274302,145.8637699,Point,1430000000000,Male,49,2,Drivers,1,Collision with vehicle,2,MANSFIELD,Country,Non Intersection,Freeway & State Highways,1
-38.60538178,143.242264,Point,1430000000000,Male,55,2,Drivers,6,Vehicle overturned (no collision),1,CORANGAMITE,Country,Non Intersection,Local Roads,1
